0.000000, 16.151100, -35.551800, 219.440308, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26.100000, 16.151300, -35.602402, 219.488800, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34.694000, 16.150000, -35.616798, 219.502197, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43.354000, 16.146200, -35.640800, 219.524506, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
52.069000, 16.143600, -35.667000, 219.543396, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60.735001, 16.143101, -35.689499, 219.559402, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69.394997, 16.143600, -35.709400, 219.572998, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
78.066002, 16.145100, -35.727402, 219.585403, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
86.761002, 16.146099, -35.744701, 219.596893, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
95.427002, 16.148001, -35.761101, 219.607300, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
104.079002, 16.150299, -35.776299, 219.617203, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
112.731003, 16.153900, -35.792400, 219.626205, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
121.415001, 16.156799, -35.807499, 219.634903, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
130.104004, 16.159100, -35.822498, 219.643097, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
138.759003, 16.161200, -35.836399, 219.649399, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
147.444000, 16.163200, -35.853001, 219.656296, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
156.324005, 16.164900, -35.870499, 219.662994, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
164.794998, 16.167200, -35.886101, 219.669998, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
173.445007, 16.167200, -35.899101, 219.677994, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
182.110001, 16.166500, -35.910900, 219.685104, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
190.820007, 16.166700, -35.922600, 219.692505, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
199.481003, 16.165800, -35.934799, 219.700104, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
208.181000, 16.163401, -35.945301, 219.706696, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
216.839005, 16.161301, -35.954399, 219.712296, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
225.602997, 16.159599, -35.964298, 219.718399, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
234.160995, 16.159201, -35.978298, 219.724792, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
242.832001, 16.160500, -35.993801, 219.731400, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
251.526993, 16.161200, -36.015499, 219.741196, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
260.175995, 16.162001, -36.038502, 219.752899, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
268.872009, 16.162901, -36.065498, 219.765701, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
277.516998, 16.164499, -36.094200, 219.779495, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
286.209991, 16.166401, -36.125198, 219.793701, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
294.867004, 16.166700, -36.153301, 219.804993, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
303.556000, 16.169901, -36.182999, 219.814194, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
312.220001, 16.173100, -36.212101, 219.821594, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
320.964996, 16.173000, -36.239799, 219.828796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
329.545990, 16.171400, -36.263901, 219.835907, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
338.248993, 16.170900, -36.292198, 219.841705, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
346.914001, 16.172199, -36.319099, 219.847107, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
356.009003, 16.173901, -36.339699, 219.852798, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
364.242004, 16.176100, -36.354198, 219.857803, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
372.911987, 16.180201, -36.366402, 219.862701, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
381.585999, 16.183500, -36.373901, 219.866302, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
390.384003, 16.185101, -36.376499, 219.868301, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
398.947998, 16.185900, -36.376900, 219.868698, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
407.613007, 16.186899, -36.375500, 219.868805, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
416.256989, 16.190399, -36.365799, 219.868103, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
424.941986, 16.196199, -36.349800, 219.866104, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
433.615997, 16.198099, -36.330399, 219.860596, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
442.282990, 16.204201, -36.302898, 219.850204, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
450.949005, 16.220200, -36.237099, 219.827805, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
459.621002, 16.236601, -36.163898, 219.806396, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
468.295013, 16.255800, -36.055199, 219.775696, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
476.959991, 16.270800, -35.914700, 219.748093, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
486.476990, 16.275499, -35.759701, 219.716507, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
494.319000, 16.277399, -35.656601, 219.694794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
502.998993, 16.281601, -35.528000, 219.658203, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
511.670013, 16.281099, -35.407299, 219.623901, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
520.322998, 16.270901, -35.223202, 219.588104, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
528.992004, 16.259100, -35.046299, 219.557205, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
