45.218987, 6.897506, 16.715874, -0.020731, 0.021871, 0.028378, -0.000109, 0.000066, -0.000251
9.153987, 22.895157, 21.372318, 0.125506, 0.330080, 0.282509, 0.003462, 0.007730, 0.004985
-0.084317, 0.473926, 0.350788, -0.651140, 0.302258, 0.063205, -0.627008, 0.279249, -0.171536
2237.561768, 1002.988281, 1140.143677, 4.938457, 13.739324, 11.467335, 0.141749, 0.316212, 0.201897
1.784791, 2.016445, 1.994857, 2.381613, 2.451021, 2.393011, 2.447993, 2.495173, 2.290347
28.664928, -39.306313, 11.769557, -0.005631, -0.062493, 0.012887, -0.000019, -0.000183, -0.000007
10.322680, 24.311327, 30.435053, 0.139098, 0.323042, 0.330524, 0.003571, 0.007899, 0.006541
-0.510940, -0.625196, 0.917031, -0.654716, -0.630233, 0.764586, -0.619424, -0.632813, 0.557880
1417.363525, 2053.986816, 1404.982910, 5.382772, 14.300929, 13.657400, 0.140350, 0.339195, 0.285821
1.881036, 2.083748, 2.347523, 2.420151, 2.415414, 2.494835, 2.452235, 2.476646, 2.495104
18.710133, -51.922699, -27.786625, 0.028395, 0.042363, -0.038550, 0.000111, 0.000049, 0.000049
19.287277, 27.699627, 19.311390, 0.128933, 0.281101, 0.247775, 0.002823, 0.005644, 0.005425
0.732295, 0.189680, 0.345825, 0.121626, 0.409273, 0.506836, -0.238915, 0.232564, 0.369913
1138.839355, 2556.329834, 1564.565674, 4.770057, 10.696658, 9.512225, 0.103506, 0.206066, 0.201439
2.113533, 1.953049, 1.820467, 2.237610, 2.161894, 2.213782, 2.172998, 2.130296, 2.294828
