0, 0.190000, -0.040000, -0.270000, 0.017778, 0.097778, -0.037778, 2.480000, -0.530000, 9.470000, 236.000000, 14.625000, 3.187500, 0.110000, 0.200000, -0.510000, 0.043333, 0.052222, 0.051111, -0.900000, -9.060000, 3.630000, 236.000000, 14.625000, 3.187500
16, 0.360000, 0.170000, -0.410000, 0.011111, 0.080000, -0.084444, 2.470000, -0.530000, 9.470000, 236.062500, 14.562500, 3.187500, -0.010000, 0.340000, 0.030000, 0.040000, 0.077778, 0.043333, -0.900000, -9.060000, 3.640000, 236.062500, 14.562500, 3.187500
33, 0.500000, 0.520000, 0.120000, 0.021111, 0.138889, -0.074444, 2.450000, -0.520000, 9.470000, 236.125000, 14.437500, 3.125000, 0.000000, 0.260000, 0.410000, 0.024444, 0.073333, 0.121111, -0.920000, -9.050000, 3.640000, 236.187500, 14.375000, 3.125000
53, 0.530000, 0.680000, 0.710000, 0.045556, 0.113333, -0.051111, 2.430000, -0.510000, 9.480000, 235.812500, 14.312500, 3.062500, -0.220000, -0.550000, 1.100000, 0.014444, 0.054444, 0.198889, -0.960000, -9.050000, 3.640000, 235.875000, 14.250000, 3.062500
68, 0.650000, 0.900000, 0.710000, 0.032222, 0.124444, -0.073333, 2.410000, -0.500000, 9.490000, 235.937500, 14.187500, 3.000000, -0.370000, -0.520000, 1.660000, 0.011111, 0.062222, 0.192222, -0.980000, -9.050000, 3.640000, 235.937500, 14.187500, 3.000000
86, 0.300000, 2.370000, 2.490000, -0.002222, 0.095556, -0.046667, 2.400000, -0.500000, 9.490000, 235.937500, 14.125000, 3.000000, -0.830000, -0.900000, 2.840000, -0.052222, -0.010000, 0.177778, -1.020000, -9.050000, 3.630000, 235.937500, 14.125000, 3.000000
105, 0.170000, 3.110000, 2.890000, -0.046667, -0.096667, 0.047778, 2.410000, -0.510000, 9.490000, 235.562500, 14.187500, 3.062500, -1.150000, -1.100000, 3.530000, -0.134848, -0.110000, 0.098889, -1.030000, -9.050000, 3.620000, 235.500000, 14.312500, 3.125000
121, -0.470000, 3.880000, 4.250000, -0.090000, -0.393333, 0.262222, 2.460000, -0.530000, 9.470000, 235.375000, 14.500000, 3.187500, -1.280000, -1.240000, 4.050000, -0.261111, -0.342222, -0.101111, -1.000000, -9.070000, 3.580000, 235.125000, 14.875000, 3.312500
139, -0.440000, 3.850000, 4.000000, -0.141111, -0.852222, 0.538889, 2.590000, -0.570000, 9.430000, 234.812500, 15.312500, 3.500000, -1.150000, -1.230000, 3.570000, -0.373333, -0.616667, -0.402222, -0.910000, -9.100000, 3.530000, 234.812500, 15.312500, 3.500000
160, -0.210000, 3.370000, 1.840000, -0.167778, -1.122222, 0.762222, 2.770000, -0.640000, 9.380000, 233.750000, 16.437500, 3.875000, -1.220000, -0.030000, 2.650000, -0.510000, -0.818889, -0.601111, -0.760000, -9.140000, 3.460000, 233.250000, 17.062500, 4.187500
