0, 0.090000, 0.010000, -0.490000, -0.020000, 0.067778, -0.003333, 3.450000, -1.790000, 9.000000, 233.312500, 20.562500, 11.250000, -0.140000, 0.230000, -0.120000, -0.011111, 0.052222, 0.017778, -0.650000, -8.910000, 4.030000, 233.312500, 20.562500, 11.250000
17, 0.020000, -0.080000, -0.310000, -0.006667, 0.098889, -0.021111, 3.440000, -1.800000, 9.000000, 233.312500, 20.500000, 11.250000, -0.140000, 0.100000, -0.150000, -0.005556, 0.051111, 0.036667, -0.650000, -8.910000, 4.030000, 233.312500, 20.437500, 11.250000
37, 0.010000, -0.160000, -0.110000, 0.027778, 0.111111, -0.023333, 3.420000, -1.790000, 9.010000, 233.375000, 20.375000, 11.250000, -0.240000, -0.040000, 0.170000, 0.005556, 0.070000, 0.058889, -0.680000, -8.910000, 4.030000, 233.375000, 20.375000, 11.250000
56, -0.110000, 0.440000, 0.120000, 0.037778, 0.092222, -0.024444, 3.400000, -1.780000, 9.010000, 233.375000, 20.312500, 11.187500, -0.420000, -0.010000, 0.340000, 0.015556, 0.050000, 0.055556, -0.700000, -8.910000, 4.030000, 233.375000, 20.250000, 11.187500
76, -0.130000, 0.110000, 0.100000, 0.024444, 0.085556, -0.004444, 3.390000, -1.780000, 9.020000, 233.375000, 20.187500, 11.125000, -0.320000, 0.000000, 0.260000, 0.010000, 0.024444, 0.042222, -0.700000, -8.910000, 4.030000, 233.375000, 20.187500, 11.125000
97, 0.070000, 0.220000, 0.020000, 0.006667, 0.082222, 0.011111, 3.370000, -1.780000, 9.030000, 233.375000, 20.125000, 11.125000, -0.310000, 0.080000, 0.210000, 0.002222, 0.033333, 0.020000, -0.720000, -8.900000, 4.030000, 233.375000, 20.062500, 11.125000
117, -0.040000, 0.110000, 0.320000, -0.006667, 0.067778, 0.015556, 3.360000, -1.780000, 9.030000, 233.375000, 20.062500, 11.125000, -0.280000, -0.190000, 0.350000, -0.018889, 0.020000, 0.035556, -0.720000, -8.900000, 4.030000, 233.375000, 20.000000, 11.125000
135, 0.020000, 0.290000, 0.380000, -0.006667, 0.028889, 0.017778, 3.350000, -1.780000, 9.040000, 233.375000, 20.000000, 11.125000, -0.300000, -0.210000, 0.430000, -0.033333, 0.007778, 0.013333, -0.740000, -8.900000, 4.030000, 233.375000, 20.000000, 11.125000
156, 0.130000, -0.050000, -0.040000, -0.010000, 0.010000, 0.043333, 3.350000, -1.780000, 9.040000, 233.312500, 20.000000, 11.125000, -0.190000, -0.130000, 0.200000, -0.024444, -0.022222, -0.007778, -0.730000, -8.900000, 4.030000, 233.312500, 19.937500, 11.125000
176, 0.160000, 0.150000, 0.040000, 0.008889, 0.025556, 0.032222, 3.350000, -1.780000, 9.040000, 233.312500, 19.937500, 11.125000, -0.180000, -0.050000, 0.390000, -0.018889, -0.010000, -0.017778, -0.730000, -8.900000, 4.030000, 233.250000, 19.937500, 11.125000
197, 0.080000, 0.270000, 0.210000, 0.006667, 0.002222, 0.035556, 3.340000, -1.780000, 9.040000, 233.250000, 19.937500, 11.125000, -0.190000, 0.030000, 0.190000, -0.028889, -0.028889, -0.004444, -0.730000, -8.900000, 4.030000, 233.250000, 19.937500, 11.125000
215, -0.020000, 0.410000, 0.250000, -0.007778, -0.007778, 0.042222, 3.340000, -1.780000, 9.040000, 233.187500, 19.937500, 11.125000, -0.330000, -0.160000, 0.510000, -0.038889, -0.026667, 0.006667, -0.740000, -8.900000, 4.030000, 233.187500, 19.937500, 11.125000
236, 0.050000, 0.600000, 0.170000, -0.018889, -0.046667, 0.064444, 3.340000, -1.780000, 9.040000, 233.187500, 19.937500, 11.125000, -0.280000, 0.000000, 0.470000, -0.056667, -0.058889, -0.033333, -0.740000, -8.900000, 4.030000, 233.125000, 19.937500, 11.187500
256, -0.010000, 0.400000, 0.250000, -0.058889, -0.033712, 0.096667, 3.350000, -1.790000, 9.030000, 233.062500, 19.937500, 11.250000, -0.320000, 0.100000, 0.440000, -0.092222, -0.073333, -0.042222, -0.730000, -8.900000, 4.030000, 233.000000, 20.000000, 11.312500
277, -0.200000, 0.540000, 0.450000, -0.092222, -0.052222, 0.100000, 3.350000, -1.800000, 9.030000, 233.000000, 20.000000, 11.312500, -0.560000, 0.010000, 0.680000, -0.133333, -0.076667, -0.046667, -0.740000, -8.900000, 4.030000, 232.937500, 20.000000, 11.375000
295, -0.270000, 0.850000, 0.730000, -0.111111, -0.098889, 0.120000, 3.360000, -1.830000, 9.020000, 232.875000, 20.062500, 11.437500, -0.580000, -0.030000, 0.560000, -0.166667, -0.114444, -0.062222, -0.710000, -8.920000, 3.990000, 232.812500, 20.125000, 11.562500
316, -0.570000, 0.890000, 1.310000, -0.194444, -0.234444, 0.138889, 3.390000, -1.870000, 9.000000, 232.750000, 20.187500, 11.687500, -0.570000, -0.070000, 0.670000, -0.248889, -0.135556, -0.112222, -0.710000, -8.930000, 3.980000, 232.625000, 20.375000, 11.875000
336, -0.680000, 0.850000, 1.590000, -0.286667, -0.472222, 0.164444, 3.450000, -1.920000, 8.970000, 232.562500, 20.625000, 12.062500, -0.390000, -0.600000, 0.480000, -0.348889, -0.168889, -0.232222, -0.680000, -8.950000, 3.940000, 232.437500, 20.937500, 12.312500
357, 0.020000, -0.610000, -0.550000, -0.335556, -0.683333, 0.260000, 3.560000, -1.990000, 8.910000, 232.312500, 21.250000, 12.625000, 0.210000, -1.560000, -0.520000, -0.452222, -0.234444, -0.451111, -0.530000, -9.000000, 3.830000, 232.125000, 21.562500, 12.875000
377, 0.280000, -3.480000, -1.820000, -0.307778, -0.618889, 0.373333, 3.650000, -2.070000, 8.672500, 231.875000, 21.812500, 13.187500, 2.440000, -2.690000, -3.910000, -0.473333, -0.234444, -0.912222, -0.440000, -9.030000, 3.790000, 231.812500, 22.062500, 13.250000
396, 4.310000, -15.850000, -12.570000, 0.478889, 0.073333, -0.596667, 3.690000, -2.020000, 8.662500, 232.125000, 22.062500, 12.875000, 4.150000, -2.830000, -7.070000, 0.167778, -0.097778, -1.386667, -0.100000, -9.010000, 3.860000, 232.875000, 21.812500, 11.875000
416, 5.620000, -14.580000, -17.920000, 1.662222, 1.888889, -2.604445, 3.530000, -1.640000, 8.990000, 234.250000, 21.062500, 10.312500, 5.740000, 5.080000, -10.980000, 1.682222, 0.758889, -0.851111, -0.060000, -8.940000, 4.000000, 235.937500, 19.875000, 8.625000
437, -0.340000, -1.660000, -6.170000, 1.838889, 3.024444, -3.258889, 3.110000, -1.130000, 9.220000, 237.625000, 18.500000, 6.937500, 2.820000, 4.200000, -8.600000, 1.921111, 1.955556, 0.845556, -0.470000, -8.720000, 4.450000, 239.312500, 16.812500, 5.500000
457, -1.140000, 0.010000, -13.330000, 0.901111, 4.600000, -3.123333, 2.450000, -0.740000, 9.460000, 241.062500, 14.500000, 4.500000, -0.080000, 4.740000, -5.430000, 1.093333, 2.727778, 1.451111, -0.970000, -8.620000, 4.560000, 242.937500, 11.437500, 3.875000
475, -7.800000, 2.800000, -0.060000, -0.312222, 6.503334, -3.252222, 1.370000, -0.630000, 9.680000, 244.812500, 8.000000, 3.750000, -4.140000, 5.330000, -1.560000, 0.344444, 3.142222, 1.888889, -1.260000, -8.580000, 4.550000, 246.562500, 5.062500, 3.750000
496, -12.430000, 9.510000, 17.510000, -0.450000, 3.347778, -2.477778, 0.570000, -0.670000, 9.760000, 248.000000, 3.375000, 3.937500, -7.070000, 2.050000, 2.910000, -0.266667, 3.500000, 2.303333, -1.920000, -8.530000, 4.430000, 249.062500, 2.625000, 4.000000
