0, 0.050000, -0.090000, -0.550000, 0.031111, -0.026667, -0.044444, 3.790000, 0.340000, 9.030000, 241.750000, 22.750000, -2.187500, -0.080000, 0.440000, -0.400000, 0.033712, 0.014444, -0.047778, -0.960000, -8.590000, 4.620000, 241.750000, 22.750000, -2.187500
16, 0.020000, -0.340000, -0.620000, 0.006667, 0.017778, -0.033333, 3.790000, 0.350000, 9.030000, 241.750000, 22.687500, -2.187500, -0.110000, 0.220000, -0.550000, 0.037778, 0.018889, 0.004444, -0.960000, -8.590000, 4.620000, 241.750000, 22.687500, -2.187500
34, -0.100000, -0.710000, -0.090000, 0.038889, 0.020000, -0.045556, 3.780000, 0.350000, 9.030000, 241.812500, 22.687500, -2.250000, -0.030000, -0.200000, -0.620000, 0.058889, 0.025556, 0.002222, -0.960000, -8.590000, 4.620000, 241.812500, 22.687500, -2.250000
51, -0.040000, -0.650000, -0.370000, 0.057778, -0.004444, -0.075556, 3.780000, 0.360000, 9.030000, 241.812500, 22.687500, -2.312500, -0.050000, -0.230000, -0.720000, 0.100000, 0.052222, -0.047778, -0.960000, -8.580000, 4.640000, 241.875000, 22.687500, -2.312500
65, -0.010000, -0.960000, -0.410000, 0.060000, 0.007778, -0.113333, 3.780000, 0.380000, 9.030000, 241.937500, 22.687500, -2.375000, 0.000000, 0.120000, -0.820000, 0.158889, 0.093333, -0.017778, -0.960000, -8.570000, 4.660000, 242.000000, 22.687500, -2.500000
83, 0.030000, -0.680000, -0.520000, 0.097778, 0.073333, -0.161111, 3.770000, 0.400000, 9.040000, 242.062500, 22.625000, -2.562500, -0.130000, 0.230000, -0.590000, 0.166667, 0.095556, -0.005556, -0.970000, -8.560000, 4.660000, 242.062500, 22.625000, -2.562500
104, 0.090000, -0.580000, -0.480000, 0.111111, 0.104444, -0.177778, 3.750000, 0.420000, 9.040000, 242.250000, 22.500000, -2.625000, 0.030000, 0.060000, -0.500000, 0.156667, 0.148889, 0.031111, -0.990000, -8.560000, 4.670000, 242.250000, 22.500000, -2.625000
122, 0.090000, -0.290000, -0.350000, 0.030000, 0.204444, -0.228889, 3.720000, 0.440000, 9.060000, 242.437500, 22.312500, -2.750000, -0.010000, 0.230000, -0.210000, 0.134444, 0.215556, 0.033712, -1.010000, -8.550000, 4.680000, 242.562500, 22.187500, -2.812500
143, 0.250000, 0.350000, -0.320000, -0.022222, 0.257778, -0.213333, 3.680000, 0.450000, 9.070000, 242.687500, 22.000000, -2.875000, -0.260000, 0.190000, 0.620000, 0.103333, 0.235556, 0.052222, -1.040000, -8.540000, 4.700000, 242.687500, 22.000000, -2.875000
163, 0.320000, 0.730000, -0.040000, -0.006667, 0.326667, -0.165556, 3.620000, 0.470000, 9.090000, 242.875000, 21.687500, -2.937500, -0.140000, 0.290000, 0.710000, 0.066667, 0.194444, 0.076667, -1.070000, -8.530000, 4.710000, 242.937500, 21.500000, -2.937500
184, 0.590000, 1.110000, -0.130000, -0.054444, 0.396667, -0.138889, 3.550000, 0.470000, 9.120000, 243.062500, 21.250000, -2.937500, -0.090000, 0.360000, 1.170000, -0.026667, 0.200000, 0.113333, -1.100000, -8.530000, 4.700000, 243.062500, 21.250000, -2.937500
202, 0.750000, 1.900000, 0.000000, -0.186667, 0.564444, -0.077778, 3.460000, 0.450000, 9.160000, 243.187500, 20.687500, -2.812500, -0.240000, 0.210000, 1.950000, -0.146667, 0.207778, 0.176667, -1.150000, -8.530000, 4.680000, 243.187500, 20.687500, -2.812500
223, 0.290000, 2.340000, 2.170000, -0.241111, 0.358889, 0.040000, 3.390000, 0.410000, 9.190000, 243.187500, 20.187500, -2.562500, -0.600000, -0.440000, 2.830000, -0.278889, 0.147778, 0.164444, -1.190000, -8.550000, 4.630000, 243.125000, 20.062500, -2.375000
243, 0.310000, 3.120000, 2.080000, -0.327778, 0.180000, 0.186667, 3.350000, 0.350000, 9.200000, 243.062500, 20.000000, -2.125000, -0.850000, -0.340000, 3.270000, -0.420000, -0.013333, 0.018889, -1.200000, -8.580000, 4.570000, 243.062500, 20.000000, -2.125000
264, 0.160000, 3.330000, 2.530000, -0.446667, -0.065556, 0.401111, 3.350000, 0.250000, 9.210000, 242.812500, 20.000000, -1.562500, -0.820000, -0.320000, 2.850000, -0.591111, -0.167778, -0.112222, -1.180000, -8.630000, 4.480000, 242.562500, 20.062500, -1.187500
284, 0.100000, 2.670000, 2.320000, -0.562222, -0.297778, 0.545556, 3.400000, 0.120000, 9.190000, 242.312500, 20.250000, -0.750000, -0.860000, -0.790000, 2.600000, -0.746667, -0.314444, -0.231111, -1.120000, -8.700000, 4.370000, 242.312500, 20.250000, -0.750000
303, -1.010000, 2.310000, 4.420000, -0.585556, -0.914444, 0.674444, 3.520000, -0.010000, 9.140000, 241.750000, 21.062500, 0.062500, -0.830000, -1.030000, 1.950000, -0.892222, -0.480000, -0.478889, -1.020000, -8.780000, 4.240000, 241.750000, 21.062500, 0.062500
323, -1.000000, 1.400000, 2.540000, -0.572222, -1.581111, 0.828889, 3.770000, -0.170000, 9.040000, 241.000000, 22.625000, 1.062500, -0.990000, -0.450000, 1.040000, -0.936667, -0.646667, -0.810000, -0.850000, -8.672500, 4.090000, 240.562500, 23.562500, 1.562500
