0.000000, -28.236252, 26.988750, 15.121250, -0.105556, 0.022222, 0.287778, -0.240000, 0.260000, -0.350000
14.000000, -28.361252, 26.988750, 15.246250, -0.147778, 0.067778, 0.287778, -0.050000, 0.650000, -0.610000
32.000000, -28.673752, 26.926250, 15.558750, -0.197778, 0.118889, 0.307778, 0.090000, 0.940000, -0.070000
51.000000, -29.048752, 26.863750, 15.871250, -0.131111, 0.125556, 0.354444, 0.330000, 0.960000, -0.370000
67.000000, -29.423752, 26.738750, 16.121250, -0.084444, 0.146667, 0.367778, 0.310000, 1.580000, -0.450000
88.000000, -29.986252, 26.676250, 16.371250, -0.068889, 0.088889, 0.528889, 0.360000, 2.620000, -0.780000
108.000000, -30.736252, 26.613750, 16.808750, -0.103333, 0.088889, 0.610000, 0.470000, 3.280000, -1.540000
127.000000, -31.673752, 26.426250, 17.496250, -0.367778, 0.310000, 0.993333, 0.210000, 3.330000, -1.020000
147.000000, -32.923752, 26.176250, 18.371250, -0.444444, 0.312222, 1.222222, 0.250000, 2.690000, -1.210000
168.000000, -34.298752, 25.926250, 19.496250, -0.516667, 0.354444, 1.334444, -0.030000, 0.760000, -0.470000
188.000000, -35.673752, 25.613750, 20.621250, -0.612222, 0.348889, 1.351111, -0.440000, -0.440000, -0.060000
209.000000, -37.048752, 25.363750, 21.683750, -0.605556, 0.310000, 1.338889, -0.590000, -1.660000, -0.010000
227.000000, -38.298752, 25.051250, 22.683750, -0.524444, 0.294444, 1.185556, -0.930000, -2.850000, 0.020000
247.000000, -39.361252, 24.801250, 23.433750, -0.404444, 0.248889, 1.028889, -0.950000, -4.040000, -0.280000
268.000000, -40.173752, 24.488750, 23.996250, -0.332222, 0.255556, 0.865555, -0.940000, -4.070000, -0.690000
288.000000, -40.736252, 24.113750, 24.433750, -0.178889, 0.388889, 0.492222, -0.730000, -3.450000, -1.530000
307.000000, -41.173752, 23.676250, 24.621250, -0.120000, 0.427778, 0.414444, -0.940000, -2.450000, -0.190000
327.000000, -41.486252, 23.426250, 24.558750, 0.122222, 0.235556, 0.230000, -0.340000, -2.580000, -1.270000
348.000000, -41.611252, 23.051250, 24.433750, 0.122222, 0.360000, 0.131111, -0.370000, -0.600000, -0.330000
