0.000000, -1.170870, 1.156374, 0.367920, 0.010309, -0.219245, 0.243082, 0.881061, 0.095739, 0.250394, 0.111697, 0.028717, 0.098728, 0.006046, 0.010912, 0.013318, 0.005873, 0.042182, 0.065096
21.000000, -1.182394, 1.180203, 0.376744, -0.015622, -0.273552, 0.273981, 0.853141, 0.116121, 0.244029, 0.103307, 0.026908, 0.089082, 0.006680, 0.007695, 0.008481, 0.007377, 0.049335, 0.063397
39.000000, -1.223465, 1.230936, 0.411764, -0.043340, -0.312109, 0.322954, 0.804737, 0.090843, 0.197131, 0.090520, 0.018863, 0.077376, 0.010346, 0.007741, 0.005415, 0.021580, 0.043890, 0.051726
60.000000, -1.288101, 1.297101, 0.474747, -0.048692, -0.331123, 0.363301, 0.791275, 0.011391, 0.113021, 0.087647, 0.011044, 0.065808, 0.024855, 0.007202, 0.004726, 0.028794, 0.022701, 0.032466
80.000000, -1.358473, 1.373927, 0.549732, -0.044789, -0.368875, 0.369125, 0.896731, -0.097506, -0.036678, 0.100327, 0.007491, 0.057936, 0.043966, 0.006371, 0.006074, 0.012940, 0.006755, 0.010001
101.000000, -1.416667, 1.445354, 0.613437, -0.095044, -0.345841, 0.289599, 1.143852, -0.221135, -0.355676, 0.106012, 0.007503, 0.051656, 0.055866, 0.011271, 0.010537, 0.023626, 0.003251, 0.033167
121.000000, -1.432044, 1.458294, 0.652609, -0.263106, -0.075587, 0.089453, 1.417837, -0.355792, -0.862096, 0.097795, 0.007223, 0.045289, 0.039037, 0.019715, 0.009196, 0.021231, 0.005026, 0.049799
140.000000, -1.327854, 1.298086, 0.692461, -0.561550, 0.610725, -0.228596, 1.367224, -0.526445, -1.427168, 0.080731, 0.008096, 0.035027, 0.042616, 0.027966, 0.015115, 0.034166, 0.006681, 0.058957
160.000000, -1.060945, 0.881592, 0.761157, -0.815894, 1.540241, -0.579755, 0.760248, -0.663538, -1.625496, 0.061910, 0.013120, 0.030332, 0.032917, 0.031648, 0.023590, 0.040455, 0.008128, 0.059853
181.000000, -0.624941, 0.214496, 0.903172, -0.867899, 2.286657, -0.846628, -0.284689, -0.619104, -1.158962, 0.030613, 0.011854, 0.026950, 0.025817, 0.021759, 0.034383, 0.035580, 0.012598, 0.060693
201.000000, -0.147934, -0.492018, 1.139145, -0.721738, 2.353487, -0.885102, -1.271219, -0.279665, -0.095268, 0.031521, 0.029410, 0.020368, 0.047965, 0.042389, 0.040103, 0.030201, 0.014136, 0.052461
220.000000, 0.215809, -1.001742, 1.431800, -0.554389, 1.643265, -0.668239, -1.731060, 0.236393, 1.080245, 0.065124, 0.041850, 0.014654, 0.053581, 0.031206, 0.030656, 0.045572, 0.016524, 0.019704
240.000000, 0.385531, -1.196877, 1.689391, -0.500121, 0.563206, -0.312393, -1.561290, 0.660463, 1.807301, 0.105449, 0.055968, 0.015744, 0.041115, 0.043059, 0.026543, 0.046744, 0.012340, 0.024539
261.000000, 0.361196, -1.114040, 1.817351, -0.521994, -0.412438, 0.081673, -1.074575, 0.804751, 1.871464, 0.115916, 0.048013, 0.017717, 0.026433, 0.028593, 0.014157, 0.054289, 0.006835, 0.045951
281.000000, 0.142757, -0.845252, 1.791773, -0.455878, -1.022734, 0.439759, -0.623609, 0.653576, 1.438360, 0.084802, 0.025270, 0.022848, 0.028327, 0.032673, 0.009470, 0.054890, 0.016506, 0.080033
299.000000, -0.181910, -0.525605, 1.712744, -0.260144, -1.287722, 0.659001, -0.368874, 0.364590, 0.904979, 0.055132, 0.015625, 0.026447, 0.038748, 0.034505, 0.010913, 0.039547, 0.035553, 0.041694
320.000000, -0.514656, -0.203826, 1.645065, -0.027353, -1.374250, 0.714658, -0.097355, 0.076887, 0.410803, 0.037858, 0.010220, 0.022277, 0.039344, 0.028795, 0.024430, 0.029002, 0.039851, 0.009142
340.000000, -0.818511, 0.118860, 1.607217, 0.133960, -1.314985, 0.645487, 0.289919, -0.164350, -0.025372, 0.035425, 0.009718, 0.018462, 0.043879, 0.015116, 0.033041, 0.021304, 0.026900, 0.008801
361.000000, -1.073847, 0.419337, 1.605479, 0.149579, -1.058191, 0.471592, 0.739119, -0.410812, -0.357560, 0.051134, 0.009799, 0.018684, 0.034935, 0.010750, 0.025954, 0.014064, 0.014949, 0.009865
379.000000, -1.238717, 0.658919, 1.642353, 0.063007, -0.660708, 0.177564, 1.003815, -0.745300, -0.438545, 0.085664, 0.005593, 0.016410, 0.023617, 0.034416, 0.021787, 0.011034, 0.006393, 0.011739
400.000000, -1.210525, 0.856636, 1.665555, 0.100261, -0.480766, -0.285346, 0.957571, -1.122486, -0.289123, 0.089694, 0.006054, 0.014082, 0.029194, 0.025453, 0.016135, 0.011806, 0.003197, 0.032259
420.000000, -0.985159, 1.081595, 1.547346, 0.451084, -0.467079, -0.879542, 0.771393, -1.279770, -0.265751, 0.052824, 0.014560, 0.016686, 0.032442, 0.002252, 0.016528, 0.016940, 0.021488, 0.045903
441.000000, -0.604520, 1.311124, 1.240147, 0.989061, -0.389522, -1.447941, 0.516572, -1.019443, -0.434096, 0.033116, 0.016313, 0.021227, 0.062434, 0.008871, 0.024363, 0.026664, 0.051124, 0.034500
461.000000, -0.098518, 1.475904, 0.762491, 1.413111, -0.154614, -1.807351, 0.231022, -0.335063, -0.693816, 0.042519, 0.013138, 0.032474, 0.115975, 0.025522, 0.043206, 0.046897, 0.069930, 0.036679
480.000000, 0.432293, 1.487315, 0.237466, 1.404907, 0.218916, -1.786893, -0.041127, 0.572026, -0.840505, 0.073460, 0.013279, 0.056295, 0.147889, 0.037285, 0.053932, 0.118933, 0.066923, 0.054988
500.000000, 0.778152, 1.376821, -0.087890, 0.998434, 0.518436, -1.475440, -0.194323, 1.219238, -0.775710, 0.113444, 0.011724, 0.060226, 0.131519, 0.036228, 0.081601, 0.163171, 0.089049, 0.061826
521.000000, 1.066886, 1.114710, -0.290792, 0.218213, 0.786261, -0.846925, -0.371309, 1.781312, -0.429103, 0.186072, 0.014483, 0.077005, 0.200837, 0.018525, 0.096156, 0.177751, 0.037667, 0.040392
541.000000, 1.137765, 0.824427, -0.223920, -0.560431, 0.826237, -0.060904, -0.476535, 1.946486, 0.038725, 0.216951, 0.017068, 0.086607, 0.199384, 0.010379, 0.082651, 0.132321, 0.020945, 0.033551
560.000000, 0.986577, 0.591103, 0.022232, -1.012555, 0.657779, 0.737570, -0.466146, 1.748698, 0.344227, 0.150619, 0.018567, 0.080088, 0.127673, 0.023043, 0.065466, 0.064071, 0.023217, 0.029085
580.000000, 0.612645, 0.422445, 0.305275, -1.025487, 0.401586, 1.436685, -0.299914, 1.252360, 0.320991, 0.068805, 0.023487, 0.068415, 0.084351, 0.025330, 0.030150, 0.024300, 0.043768, 0.014859
600.000000, 0.084831, 0.276763, 0.492119, -0.739681, 0.250981, 1.835703, -0.003304, 0.530718, 0.083564, 0.049096, 0.030126, 0.054273, 0.070334, 0.010428, 0.012229, 0.020613, 0.086229, 0.027895
621.000000, -0.445389, 0.114433, 0.571084, -0.429256, 0.249579, 1.806936, 0.290235, -0.274938, 0.000191, 0.038047, 0.030564, 0.039734, 0.044282, 0.005481, 0.020516, 0.017337, 0.124128, 0.046369
639.000000, -0.820016, -0.034673, 0.608625, -0.213817, 0.289313, 1.421634, 0.468253, -0.988673, 0.205738, 0.039314, 0.019391, 0.025888, 0.039429, 0.011662, 0.033440, 0.027034, 0.121820, 0.018151
660.000000, -1.009744, -0.151378, 0.631126, 0.029944, 0.223741, 0.670232, 0.590389, -1.624193, 0.653320, 0.046004, 0.013504, 0.014532, 0.046748, 0.007778, 0.038739, 0.044473, 0.049321, 0.018616
680.000000, -0.925523, -0.154049, 0.614616, 0.412190, -0.013157, -0.205053, 0.611778, -1.916981, 0.990658, 0.067776, 0.012706, 0.011592, 0.030858, 0.005295, 0.036637, 0.061272, 0.016409, 0.037218
701.000000, -0.611750, -0.026019, 0.491567, 0.996094, -0.338252, -0.987100, 0.542093, -1.705647, 0.902378, 0.049362, 0.012090, 0.012857, 0.019547, 0.005340, 0.016765, 0.046112, 0.046938, 0.065903
719.000000, -0.179628, 0.166188, 0.233597, 1.572814, -0.519288, -1.434877, 0.378178, -0.952832, 0.393396, 0.051420, 0.010272, 0.015212, 0.034972, 0.011591, 0.007293, 0.025061, 0.114204, 0.070622
740.000000, 0.251767, 0.316024, -0.080513, 1.778237, -0.441999, -1.457583, 0.147036, 0.095533, -0.120838, 0.120380, 0.008260, 0.017507, 0.072852, 0.014055, 0.007387, 0.029791, 0.141189, 0.027115
760.000000, 0.633688, 0.390632, -0.347457, 1.461132, -0.235938, -1.118572, -0.081046, 1.128951, -0.313621, 0.131866, 0.007118, 0.016719, 0.080625, 0.008601, 0.022627, 0.037104, 0.098005, 0.055524
781.000000, 0.874687, 0.419943, -0.484476, 0.767318, -0.113427, -0.527575, -0.184662, 1.837637, -0.167500, 0.075101, 0.007965, 0.021060, 0.044208, 0.007682, 0.040846, 0.045026, 0.037871, 0.094304
801.000000, 0.870481, 0.464642, -0.483353, 0.063070, -0.168940, 0.184153, -0.101044, 2.068595, 0.036539, 0.058535, 0.011856, 0.028417, 0.041202, 0.015722, 0.042779, 0.087919, 0.009513, 0.041700
820.000000, 0.533702, 0.561765, -0.366835, -0.354657, -0.301047, 0.989218, 0.115949, 1.794330, 0.027103, 0.109771, 0.014833, 0.030639, 0.082222, 0.010827, 0.016747, 0.095169, 0.009706, 0.033251
840.000000, -0.035001, 0.655048, -0.199022, -0.370947, -0.269288, 1.647123, 0.266699, 1.164134, -0.238243, 0.156022, 0.014612, 0.024136, 0.073692, 0.009515, 0.012231, 0.031323, 0.032954, 0.053370
861.000000, -0.741123, 0.651400, 0.060667, -0.428471, -0.014736, 1.957425, 0.242804, 0.210508, -0.358211, 0.019649, 0.016181, 0.013420, 0.049664, 0.007590, 0.008308, 0.009848, 0.045981, 0.024993
881.000000, -1.199603, 0.562467, 0.386838, -0.707925, 0.096953, 1.646051, 0.407798, -0.740577, -0.169604, 0.832046, 0.017335, 0.013494, 0.034362, 0.011882, 0.079569, 0.025564, 0.116070, 0.024650
899.000000, -1.232310, 0.479007, 0.596595, -0.853517, 0.119569, 1.042998, 0.872798, -1.274065, -0.266733, 3.006079, 0.013643, 0.008632, 0.046409, 0.011676, 0.159674, 0.048486, 0.044478, 0.059773
920.000000, -1.184261, 0.332092, 0.730912, -0.796329, 0.403242, 0.297998, 1.304637, -1.504933, -0.749375, 4.330661, 0.016112, 0.005091, 0.059007, 0.010594, 0.147963, 0.032745, 0.004396, 0.081133
940.000000, -1.133549, 0.025779, 0.851220, -0.578232, 1.085892, -0.364393, 1.183959, -1.366179, -1.272050, 2.824315, 0.025687, 0.003728, 0.062528, 0.028942, 0.074757, 0.051084, 0.028436, 0.028270
961.000000, -1.035684, -0.477782, 1.065557, -0.360860, 1.894788, -0.767246, 0.292509, -0.907486, -1.268572, 0.673699, 0.032970, 0.010848, 0.058778, 0.042679, 0.026519, 0.144712, 0.052673, 0.037114
979.000000, -0.814689, -1.079082, 1.418437, -0.268203, 2.281452, -0.848996, -1.009832, -0.282328, -0.483875, 0.027966, 0.026949, 0.027403, 0.060519, 0.040723, 0.022155, 0.164489, 0.038418, 0.139527
1000.000000, -0.501412, -1.577639, 1.822836, -0.282166, 1.870439, -0.661916, -2.022389, 0.315311, 0.739761, 0.087302, 0.015499, 0.045082, 0.042914, 0.081155, 0.037326, 0.128435, 0.014584, 0.129200
1020.000000, -0.253236, -1.804277, 2.109308, -0.286103, 0.800722, -0.318073, -2.245820, 0.722737, 1.709087, 0.074052, 0.015612, 0.047173, 0.029249, 0.142941, 0.038763, 0.176601, 0.011414, 0.027844
1041.000000, -0.226596, -1.733171, 2.154291, -0.193604, -0.371960, 0.068395, -1.720926, 0.853899, 1.924122, 0.093826, 0.025772, 0.033282, 0.039988, 0.137072, 0.017946, 0.190516, 0.047107, 0.020159
1059.000000, -0.439226, -1.477253, 1.972208, -0.024811, -1.113350, 0.407185, -0.883238, 0.707558, 1.419456, 0.098370, 0.035327, 0.023159, 0.050227, 0.079378, 0.009452, 0.101091, 0.091562, 0.065438
1080.000000, -0.708580, -1.243975, 1.750406, 0.083411, -1.266677, 0.613997, -0.284832, 0.437455, 0.791488, 0.033492, 0.027805, 0.015557, 0.065735, 0.043456, 0.026289, 0.066333, 0.054170, 0.096301
1100.000000, -1.007709, -0.985173, 1.496269, 0.196251, -1.130287, 0.691299, 0.288292, -0.044174, 0.128075, 0.023466, 0.029348, 0.011788, 0.057893, 0.022042, 0.035517, 0.059527, 0.046289, 0.057748
1121.000000, -1.233123, -0.734096, 1.321509, 0.299013, -0.869871, 0.501253, 0.769146, -0.671989, -0.226292, 0.056883, 0.027472, 0.009801, 0.037347, 0.025693, 0.030750, 0.083495, 0.010655, 0.027764
1141.000000, -1.283012, -0.479952, 1.219548, 0.459061, -0.742090, 0.010561, 1.063471, -1.220372, -0.306928, 0.117408, 0.021939, 0.009700, 0.022369, 0.040396, 0.031989, 0.083331, 0.018484, 0.007243
1160.000000, -1.133862, -0.217126, 1.122280, 0.715740, -0.692546, -0.636950, 1.035688, -1.469349, -0.356433, 0.090579, 0.011624, 0.010106, 0.007841, 0.041751, 0.041204, 0.034603, 0.036449, 0.019055
1180.000000, -0.701745, 0.086918, 0.937570, 1.167954, -0.590099, -1.375653, 0.643934, -1.273952, -0.484998, 0.034439, 0.011209, 0.013799, 0.031727, 0.024466, 0.083975, 0.031639, 0.023664, 0.049442
1201.000000, -0.024635, 0.323748, 0.601330, 1.657304, -0.311154, -1.835798, 0.189009, -0.499050, -0.747412, 0.075962, 0.015890, 0.031378, 0.068476, 0.013271, 0.053050, 0.100892, 0.051626, 0.057715
1221.000000, 0.632556, 0.365101, 0.250516, 1.644751, 0.126102, -1.830223, -0.069339, 0.519768, -0.952062, 0.123390, 0.011380, 0.047389, 0.035834, 0.057739, 0.021300, 0.148409, 0.082184, 0.039930
1239.000000, 1.183922, 0.216808, 0.021136, 0.936783, 0.621934, -1.413442, -0.208912, 1.514436, -0.914440, 0.188380, 0.013568, 0.028088, 0.055285, 0.053607, 0.025806, 0.163251, 0.024843, 0.015172
1260.000000, 1.475350, -0.097397, 0.049130, -0.284081, 0.987569, -0.659549, -0.347411, 2.138974, -0.535151, 0.266854, 0.013248, 0.020945, 0.056227, 0.016145, 0.059019, 0.114313, 0.021853, 0.052508
1280.000000, 1.435152, -0.441113, 0.276974, -1.260379, 1.004871, 0.240076, -0.494993, 2.205225, -0.034021, 0.314812, 0.014524, 0.016037, 0.038740, 0.020951, 0.063241, 0.059429, 0.010311, 0.059100
1301.000000, 1.032192, -0.769848, 0.524343, -1.550996, 0.694239, 1.303751, -0.491185, 1.704976, 0.268157, 0.247059, 0.024685, 0.014578, 0.040878, 0.038074, 0.030756, 0.046756, 0.043792, 0.031761
1319.000000, 0.366608, -1.009661, 0.497320, -1.028927, 0.435268, 2.020965, -0.179975, 0.687669, 0.109343, 0.131384, 0.030846, 0.017747, 0.060573, 0.046725, 0.036879, 0.047810, 0.092795, 0.023163
1340.000000, -0.228315, -1.219903, 0.267985, -0.409806, 0.477118, 2.006415, 0.218181, -0.476730, -0.083335, 0.079689, 0.025311, 0.034224, 0.072322, 0.017704, 0.032239, 0.053648, 0.101852, 0.054528
1360.000000, -0.645667, -1.472731, 0.047181, -0.003095, 0.665492, 1.337843, 0.446037, -1.539797, 0.068203, 0.060405, 0.018286, 0.048385, 0.054099, 0.015307, 0.064186, 0.053167, 0.077631, 0.093796
1381.000000, -0.750532, -1.748317, 0.010822, 0.230957, 0.706727, 0.194000, 0.315111, -2.165777, 0.694143, 0.033682, 0.009018, 0.047441, 0.047270, 0.028253, 0.042891, 0.078718, 0.025767, 0.139297
1401.000000, -0.465528, -1.902927, 0.188052, 0.632691, 0.408568, -0.843856, -0.170816, -2.010819, 1.296949, 0.025710, 0.006859, 0.036906, 0.024858, 0.058112, 0.039862, 0.158368, 0.041354, 0.127430
1420.000000, 0.026218, -1.882392, 0.379802, 1.243760, -0.047553, -1.328700, -0.712197, -1.212364, 1.414612, 0.041603, 0.009262, 0.021947, 0.042444, 0.042331, 0.030965, 0.185442, 0.062829, 0.059102
